id,title,body,day,year,month
547,India Privatizes Internet Service,"  The Indian government has agreed on privatization of Internet service in the country in a bid to increase Internet users, official sources said here today. There will be no limit on the number of private Internet service providers (PISPs), for whom port and leased line charges will be fixed at ""promotional rates."" The railways, power grid corporation and state electricity boards have been permitted to lease out their excess capacity to PISPs, who have also been given the freedom to choose the gateway to be used, subject to the approval of the Inter-Ministerial Implementation Committee. ""Market forces will be allowed to determine the access fee which PISPs will charge from their respective users,"" the sources said. The central government has adopted the Internet privatization policy to increase the number of Internet users in the country from 40,000 to between 1.5 million and 2 million by the turn of the century, the sources stressed. ",9,1997,12
548,India Privatizes Internet Service,"  The Indian government has agreed on privatization of Internet service in the country in a bid to increase Internet users, official sources said here today. There will be no limit on the number of private Internet service providers (PISPs), for whom port and leased line charges will be fixed at ""promotional rates."" The railways, power grid corporation and state electricity boards have been permitted to lease out their excess capacity to PISPs, who have also been given the freedom to choose the gateway to be used, subject to the approval of the Inter-Ministerial Implementation Committee. ""Market forces will be allowed to determine the access fee which PISPs will charge from their respective users,"" the sources said. The central government has adopted the Internet privatization policy to increase the number of Internet users in the country from 40,000 to between 1.5 million and 2 million by the turn of the century, the sources stressed. ",9,1997,12
549,Microsoft Nears Deal to Invest in Cable TV,"  The software giant Microsoft Corporation is close to an agreement to invest up to 1 billion unitedstates dollars in the cable television operations of U S West, a regional Bell telephone company, the New York Times reported today. Microsoft would buy as much as 6.3 percent of U S West's cable business at the current stock price. More important, it would further the software giant's strategy of turning the nation's cable systems into the primary providers of high-speed access to the Internet --with Microsoft hoping to control the cable TV customers to get on line. In June, it said, in a similar deal, Microsoft agreed to pay about the same amount for an 11.5 percent stake in another big cable company, the Comcast Corporation. It was also in close talks with the cable company Tele-Communications Inc. (TCI). All its efforts were to press the cable industry to make the large investments in the digital technology and set-top boxes necessary for updating their high-capacity networks for widespread Internet use. The software maker also tried to convince the cable TV providers that money spent on Internet technology will pay off in the future. Already, the news has improved the cable industry's status with Wall Street, having driven up the stock prices of many cable companies, according to the report. The company also spent 425 million unitedstates dollars earlier this year to acquire WebTV Networks Inc., an Internet service provider, and it is said to be working on ways to blend WebTV's set-top technology with the Windows CE operating systems. ",9,1997,12
550,Microsoft Nears Deal to Invest in Cable TV,"  The software giant Microsoft Corporation is close to an agreement to invest up to 1 billion unitedstates dollars in the cable television operations of U S West, a regional Bell telephone company, the New York Times reported today. Microsoft would buy as much as 6.3 percent of U S West's cable business at the current stock price. More important, it would further the software giant's strategy of turning the nation's cable systems into the primary providers of high-speed access to the Internet --with Microsoft hoping to control the cable TV customers to get on line. In June, it said, in a similar deal, Microsoft agreed to pay about the same amount for an 11.5 percent stake in another big cable company, the Comcast Corporation. It was also in close talks with the cable company Tele-Communications Inc. (TCI). All its efforts were to press the cable industry to make the large investments in the digital technology and set-top boxes necessary for updating their high-capacity networks for widespread Internet use. The software maker also tried to convince the cable TV providers that money spent on Internet technology will pay off in the future. Already, the news has improved the cable industry's status with Wall Street, having driven up the stock prices of many cable companies, according to the report. The company also spent 425 million unitedstates dollars earlier this year to acquire WebTV Networks Inc., an Internet service provider, and it is said to be working on ways to blend WebTV's set-top technology with the Windows CE operating systems. ",9,1997,12
551,"Rules for Internet Must Suit Social Background, Chinese Official","  Each country should establish laws, rules and ethics in accordance with its own social background to govern the use of the Internet, so that the information industry will make greater and healthier contributions to the mankind in the next century. Lin Quan, secretary-general of the State Science and Technology Commission, made the remarks today at a seminar titled ""Information Imperative: Rules of the Road for the Internet"", attended by both Chinese and unitedstates information officials and experts. Lin said, the Internet, as the craddle of the information age, has exerted prefound impact on the work mode and living style of the mankind. ""In discussing the rules governing the use of the Internet, it is important to remind that the rules must be made in accordance with the United Nations acknowledged principles, in respect of the different political systems and economic development and cultural background of various countries. We should avoid enlarging the gap between developed and developing countries in the course of information globalization and we should arouse our concern over the dissemination of harmful information while expanding the Internet,"" he stressed. According to unofficial statistics, China now has 500,000 Internet subscribers, most of whom are businesses, government organs and scientific and cultural institutions in the more developed eastern part of the country. China also has a growing number of family-based subscribers, but the percentage is relatively small. Lin said Chinese parents have realized that the Internet contains information of low taste that is not suited to their children and have taken steps to educate them not to read those information. But, he said, the measures focus on ethical education instead of exerting fast rules. ""The country has not yet set up any rules and regulations to control the access to the Internet,"" he said. He said that the United Nations Educational, Scientific and Cultural Organization convened last March on the ethics and rules over the Internet and did not result in a universal rule as the delegates varied in their opinions on a lot of issues. But he said the conference was useful for Chinese and foreign experts to further discuss the issues in order to exchange ideas and increase understanding. Lin Quan told the seminar that the Iinternet, that originated in the unitedstates, was first introduced to China in 1993 and has flourished over the past four years. And it will develop rapidly with the fast growth of the country's telecommunications and computer industries. According to Lin, China has established four major national inforamtion networks that have access to the Internet. They are ChinaNet run by the Ministry of Post and Telecommunications, CERNET by the State Education Commission, NCFC by the Chinese Academy of Sciences and STINET by the State Science and Technology Commission. In addition, information service companies that are hooked up to the Internet platform have also mushroomed all over the country. The seminar was co-organized by the State Science and Technology Commission, the United Nations Development Program and the World Times Inc. of the unitedstates. It was sponsored by American AT&T, International Data Group Asia and Digital. ",9,1997,12
552,yearender: more countries get wired to the net,"  the year 1997 has seen more countries getting wired and more people jumping online as computer networking gains greater momentum throughout the world.  such terms as internet, intranet and extranet are acquiring more and more currency among political leaders, business executives and the man in the street.  while the developed nations try to sharpen their competitive edge in the networking business, the developing ones, becoming more aware of the huge ""net"" potential, are trying desperately to catch up.  nowadays you can do virtually anything in the virtual world of cyberspace. networking has breathed new life into almost all facets of life, from industry, agriculture, telecommunications, transportation to education and entertainment.  in 1996, the value of electronic commerce conducted over the net totaled nearly 3 billion unitedstates dollars. the value is expected to increase annually by 100 percent in the coming years.  ""the internet is going to change everything, and at a pace we have never seen before,"" said john chambers, ceo of the california-based cisco systems.  in canada and the unitedstates where the net was born, internet use doubled over the 18 months ending in march, according to a survey by commercenet/nielsen media research, almost one out of four --23 percent of people over the age of 16 --in the two countries now use the internet as opposed to only 10 percent in the fall of 1995, the survey said.  the european union, somewhat lagging behind in recent years, has proposed laws to promote the internet.  the european commission, the eu's executive arm, plans to increase investment in research and development, develop computer networks and encourage start-up ventures to help make the eu more competitive.  in asia, the region that witnessed the fastest economic growth, networking is also booming.  at the end of october, china had more than 100 internet service providers and 600,000 online users, said lu xinquan of the information task force under the country's state council.  china plans to inject an annual 100 billion yuan (about 12 billion dollars) in 1996-2000 to build fiber-optic cables and satellite communications facilities.  by the end of this century, all residents of singapore will be connected by a high-speed, broad-band network.  malaysia's construction of a multimedia super corridor in and around the capital of kuala lumpur is gaining steam. cyberjava city, a high-tech manufacturing area where homes and buildings will be equipped from the start to send, receive and process electronic information, held a ground-breaking ceremony recently.  cambodia, still struggling to rebuild itself from the rubble of war and unrest, established a full-time internet connection in may.  africa is also stepping up internet development. five west african nations passed a declaration in april calling for expedited establishment of the net in the region.  nevertheless a formidable disparity still remains between the developed and the developing countries in computer networking.  according to a report released by the international telecommunications union in september, two-thirds of the world's internet users are in the unitedstates and canada, 21.9 percent on the european continent, 6.3 percent in asia and 3.7 percent in oceania. internet users in latin america and africa account for only 1 percent and 0.6 percent of the total respectively.  although the yawning gap cannot be bridged easily or soon, the developing countries are not without opportunities.  developing countries can embark from a better established starting point and thereby avoid the pitfalls encountered by their developed counterparts.  networking needs many specialized talents. developing nations such as china and india, with a large number of specialists in computer softwares and related fields pooled over the years, are capable of competing with the developed countries.  networking technology has advanced the development of network computers, the production of which is relatively simpler. the developing countries are able to capitalize on this opportunity to develop and consolidate their fledgling computer industry and related sectors.  more importantly, the developing countries recognize the importance of information technology to economic growth and have put net development on the top of their agenda.  as malaysian prime minister mahathir mohamad put it: ""eventually the entire world will have to come to use this new technology, which seems to have no respect for borders."" and such a world online will surely be a smaller, and better, place to live. ",9,1997,12
553,eu-asia electronic forum to be launched,"  diplomats, civil servants, business executives, scholars, journalists, students and web users are expected to join an electronic forum on european union-asia relations in the next two months. the cyberforum will be launched on december 1 by the brussels-based european institute for asian studies (eias) with an aim at strengthening eu-asian ties, it was announced here today. european commission president jacques santer and european parliament president jose maria gil robles took part in today's pre-launch conference. the interactive forum, with a web-site at www.net7.net/eias/cyberforum, will offer not only debates on eu-asia relations but also eu-asia-related news and background information. the cyberforum was designed by the eias with the support of the european commission, the executive body of the 15-nation union, to take the advantage of the internet to meet the challenges facing eu member states in their relations with asia. cyberforum participants are expected to compare notes on such issues as the meeting between eu and asian leaders and two-way trade and investment. eias chairman willy de clercq said at the pre-launch conference that the cyberforum will add a tangible mobilization of public opinion to the positive symbols created by high-level meetings such as the asia-europe summit meeting. english will be used as the common language in the discussion which is also expected to be translated into several other languages to help disseminate information. the eias is a non-profit association founded in july 1989 and aims at highlighting the importance of asia in the future external relations of the european community and at developing a center of expertise on contemporary asian affairs and on relations between the european community and its partners in asia, through briefings, seminars, research publications and exchange of views on political, economic and social issues. ",27,1997,11
554,civil rights fighting internet hate speech,"  the largest civil rights coalition of the unitedstates and a regional bell telephone company have created a web site designed to fight internet hate speech. the leadership conference on civil rights said today the site --www.civilrights.org --will be maintained for two years with a contribution from bell atlantic. unitedstates president bill clinton made a call two weeks ago at a white house conference on hate crimes to find ways to fight the problem. ""you are providing an antidote to cyberhate,"" clinton told the civil rights coalition in a letter read by transportation secretary rodney slater at a news conference today. wade henderson, lccr executive director, said the idea to create a web site was triggered by a proliferation of internet hate speech by groups such as the ku klux klan and white aryan resistance. bell atlantic chairman ray smith cited a study by the anti-defamation league showing the number of hate sites on the internet has doubled to 250 in the past year. calling the new site ""an antidote for poison,"" he said the idea is to ""counter the frightening espousal of hatred and violence against americans because of their race, gender, religious or sexual orientation,"" he said. henderson said hate groups have become more sophisticated in communicating their doctrines and recruiting. ""instead of the street, they recruit on the net,"" he said. in addition to providing information on hate crimes around the country, the site will explain various strategies to address those crimes and offer materials for young people, parents and teachers to encourage diversity. ",24,1997,11
555,atlanta internet bank grows fast,"  atlanta internet bank (aib), the world's only full-service bank to operate exclusively through the internet, said that it has experienced a fast growing business since its establishment in october, 1996.  aib has nearly 4,000 customers by november 21, which increased by more than 30 percent from 3,000 in august, a report released by the bank on its web site said.  the number of new accounts has increased by 10 percent since the launching of a new web-based advertising at the beginning of this month, said the report. several thousand inquiries have been received during the same period, asking for more information about the bank.  ""we are not altogether surprised at this exceptional response,"" said d. r. crimes, chairman of executive officer of aib.  ""our high-yield interest checking, money market accounts and certificates of deposit have been very well received by consumers,"" he added.  the bank so far has absorbed more than 45 million unitedstates dollars from customers of 20 countries, including the unitedstates, the report said.  crimes attributed the fast growth of business to the convenience of the bank, low-cost banking via internet and the ability to earn great rates.  the bank also offers interest-bearing checking, electronic bill payment services, seven-day and 24-hour banking, and atm cards.  it expects to offer a full line of consumer products, including consumer loans, credit card, mortgages and brokerage services within a year, the report said.  ""the kind of growth aib is experiencing proves that internet banking is the wave of the future,"" said stephen johnson, president of an atlanta-based bank consulting firm. ",22,1997,11
556,industry executives predict big day for e-commerce,"  the internet will have as much an impact as the industrial revolution, but it will take only 20 or 30 years instead of 200, the chief executive of a leading unitedstates software and hardware producer said here today.  ""the internet is going to change everything, and at a pace we have never seen before,"" said john chambers, chief executive officer (ceo) of the northern california-based cisco systems, at the end of the two-day asia-pacific information technology summit.  before an audience of some hundreds of unitedstates and foreign government officials and industry executives at the gathering, the first of its kind, chambers made his prediction: ""companies who don't know how to use high-tech will be left behind."" however, he added, those that do know how to use will get rich at cyberspace speed.  founded seven years ago, cisco now boasts annual sales of over 7 billion unitedstates dollars, 40 percent of which are made over the net.  the 3.2 billion dollars of electronic sales cisco is expected to achieve this year will approach what experts predicted a few years ago to be today's total electronic commerce sales worldwide.  james barksdale, ceo of netscape communications corp., predicted that much of the business now done through the 300 billion product catalogs printed in the unitedstates each year will be transferred to the net soon.  and he said as much as 80 percent of all purchases made have the potential of being done over the net.  while the unitedstates is the leading innovator of net technologies and applications, asian countries are well aware of the potential benefits. barksdale said 35 percent of japan's current seven million internet users have used it for electronic purchases.  in australia, he said, 76 percent of enterprises will have deployed internet by the end of 1998, and that by the end of the century, 95 percent of all residents of singapore will be connected by a high-speed, broadband network.  participants at the conference also indicated that not all businesses will benefit. one such industry seems to be the newspaper business, said australian media tycoon rupert murdoch.  murdoch, whose empire includes newspapers, magazines, television networks and the twentieth century fox film corp., said the future of many newspapers is threatened by a loss of their lifeblood --classified advertising --which he said is ""vulnerable to attack by the internet."" only those papers that somehow can adapt, he said, will survive.  but he said information technology makes more winners than losers, citing that it has created more than 9 million jobs in the unitedstates over the past decade, while destroying only 2.5 million. ",21,1997,11
557,australian stocks end marginally higher,"  the australian sharemarket closed marginally higher in a day dominated by the listing of the country's newest and biggest company, telstra corp.  the all ordinaries index closed 8.6 points higher at 2487.7 on strong turnover resulting from trading in the telecommunications giant.  telstra corp's installment receipts closed at 2.67 australian dollars, representing a 72 australian cent premium for retail investors and a 67 cent premium on the issue price.  brokers said there was a mixed attitude in the market, with the shares of profit takers quickly snapped by buyers who saw more value in the stock.  telstra lists in the unitedstates tonight.  telstra trade represented more than half the value of today's sharemarket trade here, at 296.2 million shares traded at a value of 555.7 million unitedstates dollars.  however, it is yet to be included in calculating the all ordinaries index.  national turnover for the day was 532.38 million shares at a value of 1.03 billion unitedstates dollars, with falls outnumbering rises by 554 to 482.  aside from telstra, 480.4 million unitedstates dollars of shares were traded.  the all industrials index rose 38.4 points to 4215.0.  among the banks, anz and westpac were the main improvers, increasing 19 cents to 10.28 australian dollars and 29 cents to 9.00 australian dollars respectively.  macquarie bank increased ten cents to 11.80 australian dollars after announcing its net profit for the six months to september 30 rose 39.7 percent to 45.09 million unitedstates dollars.  commonwealth bank increased 11.6 cents to 17.166 australian dollars and national australia bank rose four cents to 20.50 australian dollars.  the all resources index fell 17.6 points to 1114.9 with some of the major stocks sold down significantly.  resources giant bhp fell 22 cents to 13.88 australian dollars while mining giant wmc lost most of its recent recovery, falling 27 cents to 5.13 australian dollars. rio tinto dropped 20 cents to 16.51 australian dollars.  gold stocks also took a tumble, with the index down almost four percent, or 38.8 points, at 961.0. ",17,1997,11
558,games dominate home computers in australia,"  only 300,000 people in australia accessed the internet from home and it was the most popular use for the home computers to play computer games, an official survey revealed here today.  a survey titled household use of information technology 1996, conducted by the bureau of statistics of australia, showed that 2.2 million homes, or one-third of australian homes, had a computer and there were four million home computer users in the country with a population of nearly 18 million.  that was high by world standards, but just 300,000 or 7.5 percent of home computer users were connected to the internet.  only a quarter of the home computer users had a modem, essential for accessing the internet.  and it's likely to be a long time before australians see the end of the post office, or ""snail mail"" as it is sneeringly referred to by internet users, with just 200,000 home computer users able to access electronic mails.  in a further indication of how computers are regarded in the australian homes, playing computer games was easily the most popular use for home computers.  about 58 percent of home computer users said they played computer games, compared with just 44.6 percent who said they used the computer for studies and 24.6 percent who used it for education.  the home computer also remains the domain of the young: the highest proportion of home computer users were 5-17 year olds (41 percent) followed by 18-24 year olds (29 percent).  only seven percent of over-55s used a home computer.  the pc computers which run microsoft's windows were dominant, with only nine percent using the rival apple macintosh.  the major reasons cited for not having a computer in the home were ""no use"" (40 percent) and ""costs too high"" (30 percent). ",14,1997,11
559,feature: internet opens up new realm in africa (part 1),"  africa, a continent which is often seen as the last frontier for information technology, is now forging ahead by getting itself wired up on the internet.  for africa, a continent with the least developed telecom infrastructure, internet service has undoubtedly offered a ""jump-start"" opportunity to narrow its gap with the rest of the world.  currently 47 of the 54 countries in africa have developed some form of internet access --either a local dial-up store and forward email service with a gateway to the internet, or a full leased line service, according to michael jensen, ""father of internet in africa"" who has been engaged in this field in 29 african countries over the last 11 years.  of these, he added, 42 countries and territories have achieved live internet public access service in their capital cities.  therefore, it is no longer surprising to see name cards or newspaper advertisements being added with email addresses to the time-honored postal and physical addresses.  this telecommunications marvel has just started to infiltrate into various sectors of the african economy.  since tanzania has placed its tourism attractions on the internet, the sukuma museum in the country has become the first museum in east africa, and probably in the entire sub-saharan region to offer visitors virtual tours via the world wide web.  in kenya, manufacturers seeking to export to the common market for eastern and southern africa (comesa) member countries may soon benefit from a new computer service by making use of an email system that functions via the local area network.  in namibia, the ministry of environment and tourism has invested in an on-line booking system, which will enable customer queries and reservations to be processed in minutes.  south africa, the ""technology-hungry country"" with the most advanced telecommunications network on the continent, is even providing services like internet banking in the country, which is well ahead of the information-rich unitedstates, according to amolo ng'weno, an executive from africaonline, a multi-national internet provider headquartered in s. africa. ",7,1997,11
560,feature: internet opens up new realm in africa (part 2),"  ng'weno, who is based in nairobi, kenya, said there are 150 to 200 internet service providers in africa, of which 70 are stationed in s. africa.  africaonline, the premier internet company in kenya founded in 1994, now has approximately 6,000 subscribers, 95 percent of which are small and medium-sized businesses in the country.  in ghana, cote d'ivoire, tanzania and zimbabwe, the company has another 6,000 users to its services. and the number is still increasing by 10 percent a month.  ""the nice things about the service,"" said ng'weno, ""are that businesses see an immediate return both in reduced communication cost and in finding things they need. it's very exciting to see people interacting internationally and easily."" the picture in south africa is much brighter than in the rest of the continent. it is estimated that the number of south africans on line was about 500,000 in september, and could reach one million by the end of this year.  the country now ranks 14th in the world concerning domain names, leaving behind some developed countries such as new zealand, denmark and austria.  a recent study by international data corporation shows that 71 percent of south africa's top 200 organizations have set up a web server or are planning to do so.  what is more, on-line advertising is the largest component of internet electronic commerce. by the end of the century, the south african internet site development and advertising market could be worth one billion rand (222 million unitedstates dollars) with more than two million rand (about 444,000 us dollars) of on-line transactions a year, noted robin parker, a web publisher.  no wonder studies by the geneva-based international telecommunications union (itu) and the world bank indicate a direct link between efficient telecommunications and economic growth. ",7,1997,11
561,feature: internet opens up new realm in africa (part 3),"  however, on-line advertising has only a minimal impact in africa, with a possible total of no more than 20,000 dollars a month on popular web sites, said arthur goldstuck, an expert on internet business, adding that 90 percent of this spending is probably taking place in south africa.  commercial transactions, which now focus mainly on travel, books magazines, records cds, cars and property real estates, still need a long time to take off.  internet, which takes a phone line and a computer unit for a user to cruise down the world information superhighway, has confronted some major obstacles in africa.  africa still has the slowest growth in the number of telephone lines per 100 people compared with the rest of the world.  sub-saharan africa has an average of 0.48 telephone lines per 100 people. yet the number of people waiting for a phone line is reported to be growing at 7 percent annually.  with 12 percent of the world's population, africa has only two percent of the world's telephones, while latin america has six percent of the lines and eight percent of the world's population and asia, 13 percent of the lines with 57 percent of the world's population.  the itu estimated that it would cost over 28 billion unitedstates dollars to increase sub-saharan teledensity levels to one line per 100 people by the year 2000. since individual nations can not meet the cost, it is suggested that the example of ivory coast and ghana be followed, which is to inject private capital combined with a relaxation of regulatory environments.  it is encouraging to note that some african countries have made telecommunications a priority and are installing digital switches with fiber optic inter-city backbones and newest cellular and mobile technology.  these would consequently give a great impetus to net service on the continent.  ""internet business is nothing now (in africa), but it's growing quickly,"" said ng'weno, adding that ""it's a business that can only grow."" ",7,1997,11
562,Hong Kong to Apply Interactive Multimedia on Education,"  hongkong's scientists and educators are making joint efforts to promote the application of information technology on teaching and learning in secondary and primary schools. With the advancement of technologies and the increasing amount of information, the use of interactive multimedia would help maximize learning opportunities, experts in the telecommunications sector and local educators agreed at a seminar on the impact of interactive multimedia on teaching and learning held on Saturday. The seminar was organized by hongkong Telecom IMS, the largest Internet Service Provider in hongkong, and Chinese Books CyberStore, a book store which can be accessed through Internet. ""Interactive multimedia, such as the Internet, CD-ROMs and Interactive TV (ITV), represent major pioneering technologies in information technology development, and they are capable of providing extensive resources for a diversity of educational purposes,"" said Gabriel Yu, chairman of Chinese Books CyberStore. Hongkong Telecom IMS Managing Director William Lo said the coming century represents a new world of information and technology and It is imperative to provide youngsters with the best possible information technology education to meet the challenges ahead. The Chinese Books CyberStore will open an interactive book store later this month, through which parents and children can browse books with ease and pleasure at home by categories of subjects and ages. The Rainbow Land Interactive Book Store is a typical example of the creative use of interactive multimedia technology in making teaching and learning a more interesting and fruitful experience for teachers, parents and children, in schools and at home. ",7,1997,11
563,internet opens up new dimensions to africa,"  africa, a continent which is often seen as the last frontier for information technology, where radios are still the main source of communication with the outside world in most of its rural areas, is now forging ahead by getting itself wired up on the internet.  for africa, a continent with the least developed infrastructure, namely only two percent of the world's telephones, internet service has undoutbly offered a ""jump-start"" opportunity to narrow its gap with the rest of the world.  currently 47 of the 54 countries in africa have developed some form of internet access -either a local dial-up store and forward email service with a gateway to the internet, or a full leased line service, said michael jensen, who is considered as the ""father of internet in africa"" through his internet-related work in 29 african countries over the last 11 years.  of these, he added, 42 countries and territories have achieved live internet public access service in their capital cities.  therefore, it is not surprising to see name cards or advertisements carried in newspapers now with email addressed to the time-honored postal and physical addresses.  this telecommunications marvel has just started to infiltrate into various sectors of the economy.  tanzania has placed its tourism atttractions on the internet, the sukuma museum in the country recently became the first museum in east africa, and probably in the entire sub-saharan region to offer visitors virtual tours via the world wide web.  in kenya, manufacturers seeking to export to the common market for eastern and southern africa (comesa) member countries may soon benifit from a new computer service by making use of an email system that functions via the local area network.  in namibia, the ministry of environment and tourism has invested in an on-line booking system, which will enable customer queries and reservations to be processed in minutes.  south africa, the ""technology-hungry country"" which has the most advanced telecommunications network on the continent, is even providing services like internet banking in the country, which is well ahead of the information-rich the unitedstates, according to amolo ng'weno, an executive from africaonline, a multi-national internet provider headquartered in s. africa.  ng'weno, who is based in nairobi, kenya, said there are 150 to 200 internet service providers in africa, in which 70 are stationed in s.africa.  africaonline, the premier internet company in kenya which was founded in 1994, now has approximately 6,000 subscribers in the country, 95 percent of which are small and medium-sized businesses.  in ghana, cote d'ivoire, tanzania and zimbabwe, the company has another 6,000 users to its services. and the number is still increasing by 10 percent a month.  ""the nice things about the service,"" said ng'weno, ""are that businesses see an immediate return both in reduced communication cost and in finding things they need. it's very exciting to see people interacting internationally and easily."" the picture in south africa is much brighter than in the rest of the continent. it is estimated that the number of south africans on line was about 500,000 in september, and could reach one million by the end of this year.  the country now ranks 14th in the world concerning domain names, leaving behind some first world countries such as new zealand, denmark and austria.  a recent study by international data corporation shows that 71 percent of south africa's top 200 organizations have set up a web server or are planning to do so.  what is more, on-line advertising is the largest component of internet electronic commerce. by the end of the century, the south african internet site development and advertisingmarket could be worth one billion rand (222 million unitedstates dollars) with more than two million rand (about 44,4000 us dollars) of on-line transactions a year, noted robin parker, a web publisher.  no wonder studies by the geneva-based international telecommunications union (itu) and the world bank indicate a direct link between effecient telecommunications and economic growth.  however, on-line advertising is still making a minimal impact in africa, with a possible total of no more than around us20,000 a month on popular websites, said arthur goldstuck, an expert on internet business, adding 90 percent of this spending is probably taking place in south africa.  commercial transactions which currently involves mainly travel, books magazines, records cds, cars and property real estate, are believed to be taking a long time to take off.  internet, which takes a phone line and a computer unit for a user to cruise down the world informations superhighway, has confronted some major obstacles in africa, namely the ""existing telephone infrastructure and regulations in the telephone industry"", noted ng'weno.  africa still has the slowest growth in the number of telephone lines per 100 people of anywhere in the world.  sub-sahara africa has an average of just 0.48 telephone lines per 100 people. yet the number of people waiting for a phone line is reported to be growing at 7 percent a year.  with 12 percent of the world's population, africa has only two percent of the world's telephones, compared with other regions of the world --latin america has six percent of the lines and eight percent of the population and asia, 13 percent of the lines with 57 percent of the population.  the itu estimates it will cost in excess of us28 billion to increase sub-saharan teledensity levels to one line per 100 people by the year 2000. with individual nations unable to meet the cost, it is suggested that the example of ivory coast and ghana be followed, which is to inject private capital combined with a relaxation of regulatory environments.  it is encouraging to note that some african countries have made telecommunications a priority and are installing digital switches with fibre optic inter-city backbones and newest cellular and mobile technology.  these would consequently give a great push-up for net service on the continent.  ""internet business is nothing now, but it's growing quickly.  and its' a business that can only grow,"" said ng'weno, who believed the prospects for internet are enormous. ",2,1997,11
564,hk to combat indecent materials on internet,"  the hongkong government and the hongkong internet service providers association (hkispa) jointly announced today their measure to combat indecent and obscene materials transmitted on the internet.  at a press conference jointly held by the government's television and entertainment licensing authority (tela) and the hkispa, the hkispa made public a code of practice and practice statement to regulate the problem of obscene and indecent materials transmitted through the internet.  this is part of the government's initiatives to address the community's concern over the accessibility of indecent and obscene articles on the internet by children and young persons, tela commissioner eddy chan told the conference.  the code provides detailed guidelines and procedures in dealing with complaints relating to the transmission of obscene and indecent materials through the internet.  the code requires that the members of the hkispa should take reasonable steps to prevent users of their services from placing or transmitting through the internet materials likely to be classified as class iii (obscene) under the control of obscene and indecent articles ordinance of the government.  it also requires ispa members to advise content providers and distributors to provide warning notices to materials likely to be classified as class ii (indecent) under the control of obscene and indecent articles ordinance.  subscribers will be informed that such materials should not be made available to young persons under age 18.  upon receipt of a complaint, an information service provider (isp) will look into it and ascertain the problem. if obscene materials are published, the isp will block the web site concerned so that other subscribers would not be disturbed by the offending site.  ""we will keep in view the implementation and effectiveness of the code with the hkispa and review it in a year's time,"" chan said.  he said that the code is the result of many months of hard work by the government and the hkispa. the adoption of this self-regulatory code of practice and practice statement achieves the balance of maintaining the free flow of information on the one hand and safeguarding the interests of the young people on the other.  daniel ng, chairman of the hkispa, said that all the members of the association agree that they have an important social responsibility to fulfill. the hkispa has 40 members whose services cover some 95 percent of the internet market in hongkong.  in addition to the promulgation of the code, the tela has launched a series of publicity and public education programs, leaflets and a list of filtering software to help parents exercise guidance.  these publicity leaflets have been distributed to the internet users through the internet service providers.  the education department has also issued guidelines to schools on the proper use of the internet. a list of filtering software is posted on the home pages of tela, the education department and the hkispa in a concerted effort. ",27,1997,10
565,mastercard pushes secured electronic commerce,"  the mastercard international announced today that it has made all the necessary preparation for the secured global electronic commercialization, which is expected to be conducted mainly on the internet.  at a meeting of mastercard's electronic commerce advisory group here today, representatives of more than 30 mastercard member financial institutions from around the world introduced their progress in the card-based electronic commerce.  mastercard, one of the leading credit card issuers in the world, completed the first secure electronic transaction (set) deal in denmark in late 1996. it has completed or is currently executing set pilot programs worldwide to meet the demand for a ""reliable, safe and convenient way"" to buy and sell on the internet.  set is a kind of software and protocol released in june by major industry players, including microsoft and ibm for internet commerce. it is believed to provide more secured means for online participants in electronic commerce.  ""today, electronic commerce is poised to go mainstream,"" said steve mott, an executive of mastercard.  statistics show that european countries are taking the lead in electronic bill payments. consumers are using much fewer checks than americans.  but countries like mexico and south africa have also made big strides in pushing electronic commerce over internet, according to the meeting.  mastercard says it is now creating a global, commercially viable network of merchants, financial institutions and cardholders to promote the project. it also pays greater attention to the asian market.  china proved to be its second largest market except the unitedstates, according to margaret o'connor, an executive from the company's international communications department. she said mastercard entered the chinese market in 1986. there are now 15 million card holders in china, who made transactions equivalent to 35 billion unitedstates dollars during the first half this year, she said.  mastercard has 400 million credit and debit cards that are accepted at more than 14 million merchant, cash and atm locations worldwide. in 1996, its gross unitedstates dollar volume generated exceeded 550 billion unitedstates dollars.  the company is also introducing other means of payment using chip-embedded ""smart cards"", which is said to be able to store 80 times more information than a card with a magnetic stripe. ",21,1997,10
