id,title,body,day,year,month
11,HKE121414 -- FEATURE: INTERNET WAR FLARES UP IN SINGAPORE(PART 1),"  A TOUGH PRICING WAR HAS BROKEN OUT AMONG SINGNET, PACIFIC INTERNET (PACNET) AND STARHUB, SINGAPORE'S TOP THREE INTERNET SERVICE PROVIDERS (ISP). SINGNET, CURRENTLY THE NUMBER-ONE ISP WITH THE LARGEST MARKET SHARE, ANNOUNCED SUNDAY A PACKAGE PLAN OFFERING FREE INTERNET ACCESS AND FREE EMAIL ACCOUNT TO ITS 1.8 MILLION SUBSCRIBERS IN SINGAPORE. THIS DEALT A DEADLY BLOW TO STARHUB, WHICH TRIGGERED THE CONFLICT TEN DAYS AGO WITH ITS OFFER OF FREE NET SURFING BUT WITH NO EMAIL, AND MANAGED TO RECRUIT NEARLY 40,000 NEW USERS IN LESS THAN TWO DAYS. THEN CAME THE NO. TWO PACNET, WHICH INTRODUCED ON MONDAY ASIA'S FIRST CUSTOMER REWARDS PROGRAM WHICH WILL PAY USERS TO LOG ONTO ITS E-COMMERCE PORTAL AND WEB SITE PACFUSION. COM STARHUB DROPPED THE BOMB FIRST ON DECEMBER 3. STARHUB INTERNET, A WHOLLY-OWNED SUBSIDIARY OF INTERNATIONAL CONSORTIUM STARHUB PTE.  LTD., ROCKED THE SCENE BY OFFERING THE EXISTING HALF A MILLION INTERNET ACCOUNT HOLDERS IN SINGAPORE THE OPPORTUNITY TO SWITCH TO ITS OFFER OF UNLIMITED, FREE INTERNET SURFING. ""STARHUB BELIEVES THAT ACCESS TO INFORMATION VIA THE INTERNET SHOULD BE MADE SIMPLE AND EASILY AVAILABLE FOR EVERYONE. WE THINK IT IS TIMELY TO BREAK THE ACCESS BARRIERS TO BASIC INTERNET SURFING, WITH THE FREEDOM TO SURF AT NO ACCESS CHARGE,"" SAID TERRY CLONTZ, CHIEF EXECUTIVE OF STARHUB. THE SURF-FOR-FREE PLAN INCLUDED A FREE INTERNET CONNECTION BUT WITH NO EMAIL, NO INTERNATIONAL ROAMING AND NO DISK SPACE. AN APPLICANT WILL BemailED A FREE STARTER-KIT AFTER REGISTERING ONLINE, AND THEN SURFING IS FREE EXCEPT FOR NORMAL TELEPHONE FEE. NO EMAIL AND NO DISK SPACE WERE CONSIDERED AS A BIG DEFECT AS THERE ARE COUNTLESS WEB-BASED COMPANIES LIKE YHAOO, AND MAILCITY AND GEOCITY WHICH WOULD BE MORE THAN WILLING TO OFFER SURFERS FREE EMAIL ACCOUNTS AND FREE WEB HOSTING. AT LEAST FOR THE MOMENT, THE PLAN POSED AS A DAUNTING CHALLENGE FOR SINGNET AND PACNET BECAUSE EVEN THE CHEAPEST PLAN OFFERED BY THE TWO ASKS A CUSTOMER FOR A MINIMUM OF 55 SINGAPORE DOLLARS ( ABOUT 33 unitedstates DOLLARS) AND ADDITIONAL TELEPHONE FEES FOR ONE MONTH 'S UNLIMITED SURFING. NATURALLY, THE NUMBER OF APPLICANTS FOR THE STARHUB'S SERVICE SOARED, WITH 38,000 PEOPLE, OR 76 PERCENT OF STARHUB'S EXISTING POOL OF 50,000 USERS, SIGNING UP IN ONLY ONE AND A HALF DAYS. ""IT TOOK US THREE YEARS TO HIT 50,000, YET THE FREE INTERNET PLAN TOOK ONLY LESS THAN TWO DAYS TO HIT 40,000,"" SAID AN ELATED MANAGER WITH THE COMPANY. ",14,1999,12
12,HKE121415 -- INTERNET WAR FLARES UP IN SINGAPORE (PART 2)," ...WITH THE COMPANY. THE STARHUB'S JOYOUS MOOD, HOWEVER, DID NOT LAST LONG. THE SINGNET VERSION OF FREE NET-SURFING PLAN CAME WITH A FREE 8MB DISK SPACE EMAIL ACCOUNT POWERED BY LYCOS ASIA, A JOINT VENTURE BETWEEN SINGNET'S PARENT SINGAPORE TELECOM (SINGTEL) AND LYCOS. MOREOVER, THE SINGNET PLAN OFFERS USERS MORE COMPLETE SERVICES, INCLUDING GLOBAL ROAMING, EMAIL ALERT AND FAX-MAIL, THAN ITS COMPETITOR STARHUB. ""THE FUTURE GROWTH IN TELECOMMUNICATIONS WILL BE DRIVEN BY THE INTERNET AND E-COMMERCE,"" SAID SINGTEL CHIEF OPERATING OFFICER LIM TOON, ADDING THAT THE GROUP AIMS TO MAKE SINGAPORE THE INTERNET HUB IN THE ASIA PACIFIC, PERHAPS EVEN IN THE WORLD. ""WHAT BETTER WAY THAN TO PROVIDE FREE INTERNET ACCESS AND EMAIL TO EVERY HOME AND OFFICE?"" LIM ASKED. SINGNET CURRENTLY ENJOYS A LION'S SHARE OF 250,000 SUBSCRIBERS, OR MORE THAN 50 PERCENT OF THE INTERNET DIAL-UP MARKET IN THE CITY- STATE WITH A POPULATION OF ABOUT 3.8 MILLION. IT SAID THAT ITS PARENT SINGTEL'S 1.82 MILLION FIXED-LINE CUSTOMERS IN SINGAPORE WILL BE ""PRE-REGISTERED"" FOR THE FREE SERVICE, AND DETAILS ON USER-ID AND PASSWORD WILL BE SENT TO THE CUSTOMERS OVER A PERIOD OF THREE MONTHS STARTING FROM JANUARY NEXT YEAR. AFTER THE SINGNET OFFER, ALL EYES ARE NOW SET ON PACNET, SECOND ONLY TO SINGNET IN TERMS OF THE NUMBER OF SUBSCRIBERS. PACNET FINALLY BROKE THE SILENCE BY DECLARING ON MONDAY AN "" ATOMIC"" MOVE WHICH IT SAID WILL ""REVOLUTIONIZE INTERNET MARKETING.  "" ""WHY SURF THE NET FOR FREE? YOU SHOULD GET PAID FOR IT,"" CLAIMED PACNET IN AN ADVERTISEMENT CARRIED IN RECENT LOCAL NEWSPAPERS. UNDER THE PROGRAM, INTERNET USERS WHO VISIT ITS PACFUSION. COM AND OTHER WEB SITES HOSTED ON THE PORTAL WILL EARN SOMETHING CALLED ""ATOMS"" THAT CAN BE USED TO PURCHASE PRODUCTS AND SERVICES IN THE E-COMMERCE OUTLETS. ""WE ARE DELIGHTED THAT SURFERS CAN NOW VISIT OUR PACFUSION. COM PORTAL FOR FREE, THANKS TO SINGNET AND STARHUB,"" SAID NICHOLAS LEE, CHIEF EXECUTIVE OFFICER OF PACNET. WITH THE REWARDS PROGRAM, PACNET IS TRYING TO LEVERAGE ON THE FREE SERVICE OF ITS TWO RIVALS TO HIJACK ""EYEBALLS"" FOR ITS OWN E- BUSINESS PORTAL. THE PACNET OFFER MAY APPEAR TO PALE BEFORE THE FREE SERVICES BY ITS RIVALS STARHUB AND SINGNET, BUT IT REVEALED THAT PACNET, UNWILLING TO FOLLOW ITS COMPETITORS, HAS EMBARKED ON A NEW STRATEGY OF FOCUSING ON PORTAL REVENUE RATHER THAN ACCESS REVENUE. WITH SOME 70 PERCENT OF ITS REVENUE COMING FROM PROVIDING INTERNET ACCESS IN SINGAPORE, PACNET SAID IT PLANS TO DIVERSIFY ITS REVENUE THROUGH ITS E-BUSINESS EXPANSION INTO OTHER AREAS IN THE REGION, LIKE CHINA, hongkong, THE PHILIPPINES, AUSTRALIA AND INDIA. ",14,1999,12
13,CANADIAN GOVERNMENT TO GO ON WEB AT C5B BY 2004,"  THE CANADIAN FEDERAL GOVERNMENT PLANS TO SPEND UP TO 5 BILLION CANADIAN DOLLARS (ABOUT 3.4 BILLION unitedstates DOLLARS) GETTING ITS SERVICES ONLINE BY 2004, THE OTTAWA CITIZEN REPORTED SUNDAY. THE CYBERSPACE PROJECT AIMS AT BUILDING NEW INFRASTRUCTURE AND PUTTING THE MOUNDS OF GOVERNMENT INFORMATION AND PROGRAMS ON THE WEB, THE REPORT QUOTED FEDERAL OFFICIALS AS SAYING. THE GOVERNMENT DEPARTMENTS WOULD BE ABLE TO USE THE INTERNET TO REENGINEER HOW THEY DO BUSINESS. UNLIKE THE PAPER-BASED TRANSACTIONS BEING CONDUCTED IN THOSE DEPARTMENTS, THE HIGH-COST TECHNOLOGY WOULD MEAN PAPERLESS ONE- STOP SHOPPING FOR ALL FEDERAL, PROVINCIAL AND MUNICIPAL GOVERNMENT SERVICES. CANADIANS, FOR EXAMPLE, WOULD BE ABLE TO FILE INCOME TAX AND GET THE REFUND DIRECTLY DEPOSITED INTO THEIR ACCOUNT, WITHOUT EVER KNOWING THE TRANSACTION PROCESSED THROUGH REVENUE CANADA, ACCORDING TO THE REPORT. THE GOVERNMENT AND TECHNOLOGY INDUSTRY HAVE, IN THEIR FIRST STEP, WORKED CLOSELY OVER THE PAST YEAR TO DEVELOP A SECURE, HIGH- SPEED NETWORK TO DELIVER FEDERAL SERVICES OVER THE INTERNET. A TOTAL OF 26 MILLION CANADIAN DOLLARS (ABOUT 18 MILLION unitedstates  DOLLARS) HAS BEEN SET ASIDE TO DEVELOP A PROTOTYPE OF THE NETWORK. ",12,1999,12
14,COPYRIGHT 1999 XINHUA NEWS AGENCY,"  hongkong'S MOBILE PHONE SERVICE PROVIDERS ARE NOW STAGING AN INTENSIVE CAMPAIGN TO DEVELOP THE THIRD-GENERATION WIRELESS INTERNET SERVICES, WHICH ARE EXPECTED TO BE ESSENTIAL TO THEIR REVENUE INCREASE NEXT YEAR. FOUR MAJOR CELLULAR OPERATORS, CABLE AND WIRELESS HKT, HUTCHISON TELECOM, SMARTONE AND NEW WORLD MOBILITY (NWM), HAVE ALL LAUNCHED THE MOBILE INTERNET SERVICES THIS WEEK, WITH THE ARRIVAL OF THE FIRST WIRELESS APPLICATION PROTOCOL (WAP) HANDSET IN hongkong. WAP IS AN OPEN GLOBAL STANDARD FOR COMMUNICATION BETWEEN A MOBILE HANDSET AND THE INTERNET OR OTHER COMPUTER APPLICATION.   THE NOKIA 7110 WAP HANDSET, WHICH BECAME AVAILABLE IN hongkong RECENTLY, ENABLES USERS TO GET ADVANCED, INTERACTIVE AND REAL-TIME MOBILE SERVICES, SUCH AS MOBILE BANKING OR INTERNET-BASED NEWS SERVICES. THE ""WORLD WIDE MOBILITY"" (WWM) INTERNET SERVICE, LAUNCHED BY NWM, PROVIDES BILINGUAL INFORMATION SUCH AS NEWS, WEATHER, TRAFFIC AND FINANCIAL INFORMATION VIA THE WAP HANDSET. ""WWM IS JUST OUR FIRST STEP TO MOVE INTO THE MOBILE INTERNET AND E-COMMERCE ARENA. WE WILL CONTINUE TO PROVIDE MORE NEW VALUE- ADDED SERVICES BY USING THE LATEST TECHNOLOGY, BRINGING hongkong' S MOBILE COMMUNICATIONS INTO A NEW HEIGHT OF ACHIEVEMENT,"" SAID ALBERT WONG, CHIEF EXECUTIVE OF NEW WORLD TELEPHONE GROUP. NWM, WHOSE MOBILE SERVICES ARE PROVIDED BY NEW WORLD TELEPHONE GROUP, HAS JUST MARKED A MILESTONE OF 500,000 MOBILE PHONE USERS. IT HAS ALSO SIGNED A STRATEGIC COOPERATION AGREEMENT WITH YAHOO hongkong TO PROVIDE THE LATEST AND MOST DYNAMIC GLOBAL INFORMATION TO MOBILE PHONE USERS. YAHOO'S INFORMATION SERVICES ARE TARGETED TO BE AVAILABLE IN FIRST QUARTER OF 2000 WHILE A WIDE ARRAY OF WAP SERVICES SUCH AS TRANSPORTATION HOTLINE, MOVIE AND RESTAURANT GUIDES, WAP email, MOBILE BANKING AS WELL AS SHOPPING AND TICKETING WILL BE LAUNCHED. MOBILE OPERATORS HAVE TAKEN UP PREFERENCES OF FREE MONTHLY FEE AND FREE AIRTIME TO PROMOTE THE NOKIA WAP HANDSET WHICH IS SOLD HERE AT 3,680 HK DOLLARS (472 unitedstates DOLLARS). CABLE  WIRELESS HKT, LEADING TELECOMMUNICATION OPERATOR IN hongkong, ON ITS PART, LAUNCHED THE I.MENU MOBILE INTERNET SERVICE BY USING WAP TECHNOLOGY AND BELIEVES THE SERVICE WILL BE WELCOME IN THE MARKET. THE COMPANY PLEDGED TO INVEST ONE BILLION HK DOLLARS TO UPGRADE THE COMMUNICATION NETWORK AND OFFER MORE NEW SERVICES TO MEET THE DEMANDS OF BUSINESS AND DAILY LIFE OF CUSTOMERS. ",11,1999,12
15,"HUTCHISON TELECOM, THE LARGEST CELLULAR OPERATOR IN HONG KONG, .","  AS THE WORLD'S BIGGEST MOBILE PHONE COMPANY, NTT DOCOMO WAS THE FIRST NETWORK OPERATOR TO INTRODUCE BROADBAND WIRELESS INTERNET ACCESS INTO COMMERCIAL USE. THE I-MODE SERVICE, DEVELOPED BY NTT DOCOMO, ALLOWS USERS TO ACCESS DATA AND IMAGES VIA A MOBILE PHONE AT FAST SPEEDS. THE SERVICE ENABLES THE MOBILE USE OF SUCH APPLICATIONS AS TELEPHONE BANKING, AIRLINE RESERVATIONS, STOCK TRANSACTIONS, email AND INTERNET ACCESS. HUTCHISON'S MANAGING DIRECTOR CANNING FOK KIN-NING SAID THAT THE DEAL MADE SENSE IN LIGHT OF THE EXPECTED TRANSITION FROM VOICE- DOMINATED TO DATA-DOMINATED MOBILE TELEPHONE TRAFFIC IN THE NEAR FUTURE. ""hongkong CELLULAR PENETRATION IS ALREADY OVER 50 PERCENT, SO WHERE CAN IT GO EXCEPT TOWARD WIRELESS DATA AND MULTIMEDIA SERVICES,"" SAID FOK. NTT DOCOMO'S MANAGING DIRECTOR OF GLOBAL BUSINESS KIYOYUKI TSUJIMURA SAID IT WOULD TAKE ABOUT ONE YEAR FOR NTT DOCOMO TO BRING ITS JAVA-BASED I-MODE SYSTEM TO hongkong. HUTCHISON TELECOM, WHICH OPERATES TWO MOBILE NETWORKS IN hongkong, HAS ABOUT 1.3 MILLION SUBSCRIBERS, 33 PERCENT OF THE hongkong SAR CELLULAR MARKET. HUTCHISON PREDICTS THAT 50 PERCENT OF ITS SUBSCRIBERS WOULD USE THE I-MODE SERVICE, WHICH WOULD FUEL THE INCREASE OF CONSUMPTION OF SUBSCRIBERS. JOINING HANDS TO UNVEIL A NEW CHAPTER IN hongkong'S MOBILE COMMUNICATION INDUSTRY, NWM HAS ALSO COMPLETED THE INSTALLATION OF THE NOKIA GENERAL PACKET RADIO SERVICE (GPRS) SOLUTION. AS A MAJOR STEPPING STONE TOWARDS THE THIRD-GENERATION MOBILE COMMUNICATIONS TECHNOLOGY, GPRS BOOSTS DATA SPEED TO OVER 100KBITS PER SECOND AND ENABLES MOBILE PHONE USERS TO BE PERMANENTLY CONNECTED TO THE NETWORK. MIKE MULVEY, MANAGING DIRECTOR OF NOKIA NETWORKS, NOKIA (HK) LTD, SAID: ""GPRS IS A KEY BUILDING BLOCK IN THE SMOOTH EVOLUTION TO OUR VISION OF MOBILE INFORMATION SOCIETY WHERE USERS HAVE ACCESS TO INFORMATION ANYTIME, ANYWHERE."" SWEDISH TELECOMS GROUP ERICSSON ANNOUNCED THAT IT WILL ESTABLISH ASIA'S FIRST MOBILE DATA APPLICATIONS TEST CENTERS IN hongkong AND SINGAPORE. THE CENTERS WOULD ENABLE THE TRIAL OF GENERAL PACKET RADIO SERVICE (GPRS) APPLICATIONS, AND FUEL THE MOVE TOWARDS THIRD- GENERATION (3G) WIRELESS MULTIMEDIA SERVICES. WITH THE AVAILABILITY OF GPRS APPLICATION AND THE WAP HANDSET, ANALYSTS PREDICT THAT THE INTERNET SERVICE VIA HANDSET WILL TAKE A LEAP IN THE COMING YEARS AND THE NUMBER OF THOSE WHO ENJOY MOBILE INTERNET SERVICES MAY EVEN EXCEED THOSE INTERNET USERS WITH COMPUTER APPLICATION. ",11,1999,12
16,COPYRIGHT 1999 XINHUA NEWS AGENCY,"  hongkong'S CELLULAR OPERATORS TODAY LAUNCHED THE WIRELESS APPLICATION PROTOCOL (WAP) HANDSET, WHICH ENABLES ITS USERS TO ENJOY NEW ON-LINE INFORMATION SERVICES, INCLUDING INTERNET AND MOBILE BANKING ACCESS. ANNOUNCING ITS ""WORLD WIDE MOBILITY"" (WWM) SERVICE, NEW WORLD MOBILITY (NWM), A MAJOR MOBILE SERVICE PROVIDER IN hongkong, SAID ITS WAP CUSTOMERS CAN DIRECTLY ACCESS AND INSTANTLY INTERACT WITH A WIDE ARRAY OF SERVICES AND INFORMATION SUCH AS NEWS, WEATHER, TRAFFIC AND FINANCIAL INFORMATION, email AND MOBILE BANKING SERVICE. ""WWM IS JUST OUR FIRST STEP TO MOVE INTO THE MOBILE INTERNET AND E-COMMERCE ARENA, AND WE WILL CONTINUE TO PROVIDE MORE NEW VALUE-ADDED SERVICES BY USING THE LATEST TECHNOLOGY, BRINGING hongkong'S MOBILE COMMUNICATIONS INTO A NEW HEIGHT OF ACHIEVEMENT,"" SAID ALBERT WONG, CHIEF EXECUTIVE OF NEW WORLD TELEPHONE GROUP. THE NOKIA 7110 HANDSET, WHICH WAS BROUGHT INTO MARKET BY CABLE AND WIRELESS HKT, HUTCHISON, SMARTONE AND NEW WORLD MOBILITY, IS SOLD AT ABOUT 3,680 HK DOLLARS (472 unitedstates DOLLARS). THE HANDSET, WHICH CONTAINS CHINESE INPUT AND CHINESE MESSAGING DISPLAY FUNCTIONS, PROVIDES 10 CANNED MESSAGES WHICH ENABLE CUSTOMERS TO SEND MESSAGES MORE CONVENIENTLY. THE FOUR WAP OPERATORS HAVE LAUNCHED PROMOTION PACKAGES, SUCH AS FREE MONTHLY FEE AND FREE AIR TIME, TO WIN MORE MARKET SHARES.  ",10,1999,12
17,COPYRIGHT 1999 XINHUA NEWS AGENCY,"  MORE THAN 80 PERCENT OF THE unitedstates CONSUMERS RATE THEIR ONLINE BANKING EXPERIENCE HIGHER THAN THEIR TRADITIONAL BRICK-AND-MORTAR BANKING EXPERIENCE, ACCORDING TO AN INTERNET SURVEY RELEASED THURSDAY. THE SURVEY OF 444 CONSUMERS, CONDUCTED BY THE RESEARCH FIRM FREDERICK SCHNEIDERS RESEARCH, ALSO FOUND THAT 13 PERCENT OF RESPONDENTS DO ALL THEIR BANKING ONLINE. WHILE THE MAJORITY OF USERS ARE SATISFIED WITH THEIR ONLINE BANKING EXPERIENCE, THE SURVEY ALSO FOUND THAT SOME CONSIDER THE PROCESS OF OPENING AND FUNDING NEW ACCOUNTS ONLINE INCONVENIENT AND TIME-CONSUMING. TWENTY PERCENT OF ALL RESPONDENTS SAID THEY HAVE STARTED THE PROCESS OF OPENING AN ONLINE CHECKING ACCOUNT AND THEN QUIT IT.  MORE THAN HALF STOPPED BECAUSE TOO MANY FORMS HAD TO BE COMPLETED AND MAILED OR FAXED, AND THE METHOD OF DEPOSITING FUNDS WAS TOO INCONVENIENT. ""THIS SURVEY SHOWS THAT (unitedstates) INTERNET USERS ARE EMBRACING ONLINE BANKING,"" THE RESEARCH FIRM SAID. ""BUT THE RESULTS ALSO SHOW THEY WANT ONLINE FINANCIAL SERVICES COMPANIES TO PROVIDE MORE SERVICES, AND --GIVEN THE HIGH ABANDONMENT RATE OF NEW ACCOUNTS-- MAKE THE ACCOUNT OPENING AND INITIAL FUNDING PROCESS EASIER TO ACCOMPLISH."" MORE THAN 80 PERCENT OF RESPONDENTS SAID THEY PREFER TO USE A SERVICE THAT WOULD ALLOW THEM TO TRANSFER FUNDS ELECTRONICALLY TO AN ONLINE ACCOUNT FROM ACCOUNTS AT OTHER FINANCIAL INSTITUTIONS, AND NEARLY 80 PERCENT RATED SUCH A SERVICE AS CONVENIENT. ABOUT ONE QUARTER OF CURRENT ONLINE CHECKING ACCOUNT HOLDERS INITIALLY FUNDED THEIR ACCOUNTS BY MAILING A CHECK FROM ANOTHER INSTITUTION, THE STUDY FOUND. OTHERS FUNDED IT WITH A DIRECT DEPOSIT OF A PAYCHECK, OR BY TRANSFERRING FUNDS FROM A SEPARATE TRADITIONAL ACCOUNT WITHIN THE SAME INSTITUTE. THE SURVEY ALSO FOUND THAT THE MAJORITY OF CONSUMERS ARE CONCERNED WITH THE SECURITY OF THE INTERNET. NEARLY 85 PERCENT OF RESPONDENTS ARE CONCERNED WITH THE SECURITY OF ONLINE TRANSACTIONS, SUCH AS CREDIT CARD PURCHASES ON THE WEB. MORE THAN 90 PERCENT ARE CONCERNED WITH THE SECURITY OF THEIR PERSONAL INFORMATION ON THE INTERNET. ",10,1999,12
18,COPYRIGHT 1999 XINHUA NEWS AGENCY,"  SPENDING ON WEB ADVERTISING IN THE unitedstates IS EXPECTED TO SLOW DOWN ALTHOUGH TOTAL DOLLAR FIGURES WILL CONTINUE TO INCREASE THROUGH 2003, ACCORDING TO A REPORT RELEASED THURSDAY. ONLINE ADVERTISING SPENDING WILL GROW FROM 3.1 BILLION unitedstates  DOLLARS IN 1999 TO 4.82 BILLION IN 2000 AND 13.3 BILLION BY 2003, SAID THE REPORT FROM EMARKETER, A unitedstates FIRM SPECIALIZING IN ONLINE BUSINESS. ""THE YEAR-TO-YEAR INCREASES THAT OCCURRED IN 1997 AND 1998 ARE NOT SUSTAINABLE,"" SAID THE REPORT. ""AS THE BASE GETS BIGGER, THE RATE OF GROWTH IN ONLINE ADVERTISING WILL SLOW DURING THE NEXT FIVE YEARS."" ONLINE ADVERTISING SPENDING IN 2003 WILL REPRESENT 4.7 PERCENT OF TOTAL ADVERTISING EXPENDITURES IN THE unitedstates, WHICH ARE EXPECTED TO TOP 285 BILLION DOLLARS. NEW MEDIA CONTENT PROPERTIES AND COMPUTER-RELATED PRODUCTS AND SERVICES ARE BUYING THE LARGEST PORTION OF WEB ADS IN THE unitedstates, ACCOUNTING FOR 48 PERCENT OF THE TOTAL ONLINE AD SPENDING, THE REPORT SAID. COMPUTER HARDWARE AND SOFTWARE ADVERTISERS ARE ALSO SPENDING HEAVILY ON THE INTERNET AS THEY ARE A NATURAL FIT FOR THE WEB AUDIENCE. CONSUMER PACKAGE GOODS MARKETERS ARE NOW BEGINNING TO DIVERT MORE OF THEIR MASSIVE AD BUDGETS TOWARD ONLINE ADVERTISING. THE REPORT ALSO STRESSED THAT WHILE THE INTERNET IS EXPERIENCING RAPID GROWTH, IT WILL NEVER TOTALLY SUPPLANT ADVERTISING IN TRADITIONAL FORMS OF MEDIA. ""ONLINE MARKETERS WILL STILL RELY ON OTHER, OFF-LINE MEDIA TO CREATE AWARENESS, BUILD AND PROMOTE THEIR BRANDS, AND DRIVE TRAFFIC TO THEIR WEB SITES,"" THE REPORT SAID. ""THE NET IS MERELY ONE TOOL, WITH SPECIFIC STRENGTHS AND WEAKNESSES, IN THE OVERALL ADVERTISING MIX."" ",10,1999,12
19,EU EXECUTIVE HAILS AGREEMENT ON E-COMMERCE LAW,"  THE EUROPEAN COMMISSION SAID WEDNESDAY THAT IT WELCOMES THE POLITICAL AGREEMENT REACHED TUESDAY BY THE EUROPEAN UNION (EU) FOREIGN MINISTERS ON A COMMON POSITION FOR THE PROPOSED ELECTRONIC COMMERCE DIRECTIVE. THE EU EXECUTIVE SAID IN A STATEMENT THAT THE DIRECTIVE WOULD ENSURE THAT INFORMATION SOCIETY SERVICES BENEFITED FROM THE EU INTERNAL MARKET PRINCIPLES OF FREE MOVEMENT OF SERVICES AND FREEDOM OF ESTABLISHMENT AND COULD BE PROVIDED THROUGHOUT THE EU IF MEMBER STATES COMPLIED WITH THE LAW AT HOME. THE PROPOSED DIRECTIVE WOULD ESTABLISH SPECIFIC HARMONIZED RULES ONLY IN THOSE AREAS STRICTLY NECESSARY TO ENSURE THAT BUSINESSES AND CITIZENS COULD SUPPLY AND RECEIVE INFORMATION SOCIETY SERVICES THROUGHOUT THE EU, IRRESPECTIVE OF FRONTIERS, SAID THE EUROPEAN COMMISSION, THE EU EXECUTIVE BRANCH MAINLY FOR PROPOSING AND ENFORCING REGULATIONS EU-WIDE. THOSE AREAS INCLUDE DEFINITION OF WHERE OPERATORS ARE ESTABLISHED, TRANSPARENCY OPERATIONS FOR OPERATORS, TRANSPARENCY REQUIREMENTS FOR COMMERCIAL COMMUNICATIONS, CONCLUSION AND VALIDITY OF ELECTRONIC CONTRACTS, LIABILITY OF INTERNET INTERMEDIARIES, ON-LINE DISPUTE SETTLEMENT AND THE ROLE OF NATIONAL AUTHORITIES. IN OTHER AREAS, THE DIRECTIVE WOULD BUILD ON EXISTING EU INSTRUMENTS WHICH PROVIDE FOR HARMONIZATION OR MUTUAL RECOGNITION OF NATIONAL LAW. ",8,1999,12
20,COPYRIGHT 1999 XINHUA NEWS AGENCY,"  THREE KEY DEVELOPERS OF INTERNET PROTOCOL-BASED TELEPHONY HELD A FORUM TODAY IN hongkong TO DEMONSTRATE THE DEPTH OF AND SUPPORT FOR IP-BASED COMMUNICATIONS IN ASIA. CLARENT, A PREMIER PROVIDER OF IP TELEPHONY PRODUCTS IN THE WORLD, ANNOUNCED THE OPENING OF ITS OFFICES IN hongkong AND SINGAPORE. INTERNET TELEPHONY HAS DEFINITELY HIT PRIME TIME AND MORE THAN ONE BILLION MINUTES OF IP TELEPHONY TRAFFIC IS ESTIMATED TO TRANSMIT THROUGH CLARENT IP GATEWAYS WORLDWIDE THIS YEAR, SAID HEIDI BERSIN, CLARENT CORPORATION'S SENIOR VICE PRESIDENT FOR CORPORATE COMMUNICATIONS AND MARKETING. ""CURRENTLY, WE ARE HANDLING OVER 20 MILLION MINUTES EACH MONTH AND TRAFFIC IS GROWING BY DOUBLE DIGITS MONTH OVER MONTH,"" SAID LEA KING, PRODUCT DIRECTOR OF ATT GLOBAL CLEARINGHOUSE. ""THE NEXT WAVE WILL BE IN IP-BASED VALUE-ADDED APPLICATIONS AND ATT GLOBAL CLEARINGHOUSE WILL BE LEADING THE DEVELOPMENT EFFORT TO BRING VALUE TO OUR MEMBERS AND THIS INDUSTRY,"" KING SAID. WITH THE COMMERCIAL LAUNCH OF ITS MANAGED IP BACKBONE NETWORK, OCEN COMMUNICATIONS, A LEADING INTERNET SERVICES PROVIDER FOCUSED ON NORTH AMERICAN AND ASIAN MARKETS, IS WELL-POSITIONED TO RESPOND TO ASIA'S STRONG DEMAND FOR IP-BASED COMMUNICATIONS, SAID STEVEN ENG, CHIEF EXECUTIVE OFFICER OF OCEN. ""OUR NEW NETWORK IS CAPABLE OF SUPPORTING UP TO 50 MILLION MINUTES PER MONTH OF CARRIER-GRADE VOICE AND FAX TRANSMISSIONS AND OTHER REAL-TIME AND ENHANCED IP COMMUNICATIONS SERVICES,"" HE SAID. ACCORDING TO THE FROST AND SULLIVAN, AN INTERNATIONALLY RECOGNIZED RESEARCH FIRM IN SILICON VALLEY, THE MARKET FOR IP TELEPHONY IS EXPECTED TO GROW TO 630 BILLION MINUTES AND DELIVER 91 BILLION unitedstates DOLLARS REVENUES IN 2006. OF THIS MORE THAN 20 PERCENT WILL INVOLVE THE ASIA PACIFIC REGION. ",7,1999,12
